time,step,username,run,ic_right,to_right,axtibacc_right,tibimpact_right,axsacacc_right,sacimpact_right,brakingforce_right,pushoffpower_right,tibintrot_right,vll_right,ic_left,to_left,axtibacc_left,tibimpact_left,axsacacc_left,sacimpact_left,brakingforce_left,pushoffpower_left,tibintrot_left,vll_left
03/12/2018 21:00,14,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,63.4935,102.3254754,44.9304,48.36214829,-81.8969,-1.42456,-2.1073,37.81163809,03/12/2018 21:00,03/12/2018 21:00,77.5261,88.80838901,32.3337,36.39634585,-64.1076,-1.40311,-2.08,36.27555452
03/12/2018 21:00,15,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,75.9768,110.3904497,37.7569,44.36891365,-79.0224,-1.42623,-0.921232,39.29434045,03/12/2018 21:00,03/12/2018 21:00,100.628,117.4251436,32.7402,35.25247071,-85.4091,-1.30987,-2.14055,36.2730946
03/12/2018 21:00,16,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,67.5588,111.1382339,43.2064,49.34814358,-80.4989,-1.30729,-1.0616,40.24063802,03/12/2018 21:00,03/12/2018 21:00,105.145,114.4384584,32.177,52.85359764,-131.195,-1.26234,-1.92588,36.72499589
03/12/2018 21:00,17,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,51.8617,112.0745096,46.2435,51.15054002,-80.066,-1.28193,-1.40771,39.82082535,03/12/2018 21:00,03/12/2018 21:00,83.0222,92.71654098,31.5737,33.85733873,-67.8218,-1.27419,-1.8134,36.48397629
03/12/2018 21:00,18,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,56.3909,106.6506791,45.6995,49.27987468,-85.2744,-1.3515,-2.07885,37.95219739,03/12/2018 21:00,03/12/2018 21:00,85.0153,99.70110476,31.0565,33.69157622,-72.221,-1.40359,-2.09954,35.46968355
03/12/2018 21:00,19,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,60.6587,97.3715922,50.6983,55.70137864,-75.2733,-1.40168,-1.78062,37.13533604,03/12/2018 21:00,03/12/2018 21:00,82.8326,99.6735076,30.334,34.27444812,-85.988,-1.37745,-2.64293,35.62343686
03/12/2018 21:00,20,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,54.645,90.15022404,40.8607,44.7181153,-67.5095,-1.38037,-1.20246,39.56552553,03/12/2018 21:00,03/12/2018 21:00,76.9308,80.09857919,28.5761,30.78990382,-56.0665,-1.33876,-3.65087,36.40848748
03/12/2018 21:00,21,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,60.6213,107.0881884,40.4472,44.19301549,-69.5793,-1.35025,-1.08892,39.14987507,03/12/2018 21:00,03/12/2018 21:00,98.5428,110.5440914,27.0162,32.4739641,-93.0586,-1.24729,-2.35701,36.02416926
03/12/2018 21:00,22,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,64.4662,118.2172448,44.2024,47.5236799,-85.7589,-1.26048,-0.964348,37.64409688,03/12/2018 21:00,03/12/2018 21:00,65.3543,80.28586541,29.5778,30.87424031,-64.4838,-1.24686,-2.37177,36.42561287
03/12/2018 21:00,23,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,56.2351,95.40895756,39.2853,44.3153332,-70.0217,-1.27937,-1.04565,38.69427477,03/12/2018 21:00,03/12/2018 21:00,80.2444,97.29694029,28.119,29.58183234,-66.4332,-1.29842,-3.40009,36.39188134
03/12/2018 21:00,24,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,51.8821,90.14046538,40.0915,42.26516024,-63.7676,-1.34592,-1.38295,38.90591404,03/12/2018 21:00,03/12/2018 21:00,85.7023,109.2209304,27.8329,31.14422921,-120.287,-1.33875,-3.04982,35.89120537
03/12/2018 21:00,25,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,69.6288,119.3943502,43.5691,51.19892016,-65.1363,-1.32426,-1.04449,39.06297335,03/12/2018 21:00,03/12/2018 21:00,68.2748,80.34485454,27.6371,29.28152145,-58.3483,-1.29166,-2.37559,38.17718475
03/12/2018 21:00,26,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,71.6158,122.2164944,42.5177,45.93085894,-79.4555,-1.26348,-0.537243,40.55167078,03/12/2018 21:00,03/12/2018 21:00,94.8905,107.8246587,28.6035,33.67999434,-81.0315,-1.33195,-3.1621,37.43507859
03/12/2018 21:00,27,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,54.1387,90.79002756,38.8814,41.24732106,-75.0513,-1.31913,-0.643205,41.00317608,03/12/2018 21:00,03/12/2018 21:00,83.1593,110.0412605,32.4726,38.99822178,-107.025,-1.2661,-2.5382,35.41884767
03/12/2018 21:00,28,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,50.6784,88.79719137,43.179,45.51333754,-68.7023,-1.32663,-1.42244,38.80054376,03/12/2018 21:00,03/12/2018 21:00,94.223,123.2026571,27.9233,33.271066,-85.0824,-1.22255,-3.59861,37.03492971
03/12/2018 21:00,29,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,44.6845,73.5651526,35.2791,36.07929546,-68.1507,-1.26621,-0.774383,39.18695543,03/12/2018 21:00,03/12/2018 21:00,80.4666,85.4914129,26.0788,33.41823015,-74.7428,-1.25283,-2.41116,36.3878151
03/12/2018 21:00,30,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,68.4651,107.6479109,36.3408,39.54859777,-76.1352,-1.33441,-1.07359,38.85809879,03/12/2018 21:00,03/12/2018 21:00,79.7622,86.18303287,28.78,31.31143103,-58.2646,-1.31744,-1.92176,37.19959864
03/12/2018 21:00,31,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,43.0477,69.97437017,36.4424,39.72839441,-66.8354,-1.27013,-0.423933,40.98540506,03/12/2018 21:00,03/12/2018 21:00,71.0972,80.75928562,27.7588,29.73772693,-59.8712,-1.23899,-3.31929,36.37339569
03/12/2018 21:00,32,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,84.5287,143.4131822,36.5357,38.6164759,-87.0502,-1.35801,-0.964507,39.05585591,03/12/2018 21:00,03/12/2018 21:00,94.7907,112.2537031,32.2031,35.71388077,-73.2742,-1.27463,-3.0032,35.66055739
03/12/2018 21:00,33,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,58.3402,91.05596413,35.1831,38.10007668,-67.1915,-1.32727,-0.521938,40.20323107,03/12/2018 21:00,03/12/2018 21:00,61.1878,64.96500462,23.555,25.08048378,-51.9466,-1.35107,-2.28431,35.40299199
03/12/2018 21:00,34,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,60.3372,110.1282825,34.9351,37.38260841,-69.5227,-1.43873,-0.393213,39.10362097,03/12/2018 21:00,03/12/2018 21:00,76.1047,82.07676215,26.4175,30.51023543,-62.9109,-1.34841,-2.8924,37.02801761
03/12/2018 21:00,35,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,53.0626,92.95759337,33.5768,36.37954017,-61.4584,-1.39348,-1.41788,39.46206154,03/12/2018 21:00,03/12/2018 21:00,98.8429,106.5038761,31.6428,37.4615698,-76.3118,-1.33898,-3.17457,36.55736075
03/12/2018 21:00,36,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,59.1301,97.16184452,38.3569,42.70731603,-79.9795,-1.30651,-1.11226,38.57076201,03/12/2018 21:00,03/12/2018 21:00,62.7692,69.67531866,27.3605,32.09338745,-47.9471,-1.27875,-2.66599,36.33557086
03/12/2018 21:00,37,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,50.9849,86.11150935,38.3821,41.51274216,-76.0963,-1.32255,-1.64997,38.12915925,03/12/2018 21:00,03/12/2018 21:00,87.5719,99.26269175,24.8097,31.37145323,-56.2658,-1.2663,-3.86649,37.44109122
03/12/2018 21:00,38,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,48.0362,68.5085464,36.4977,39.05836421,-61.4908,-1.27273,-0.909881,40.39948431,03/12/2018 21:00,03/12/2018 21:00,52.5826,59.23189983,26.055,27.6147822,-42.6572,-1.19307,-3.2384,36.43440483
03/12/2018 21:00,39,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,49.2738,97.9464144,41.0633,46.94901151,-76.143,-1.21235,-1.33799,37.24131369,03/12/2018 21:00,03/12/2018 21:00,93.9958,108.889723,27.2994,33.85975391,-89.4896,-1.23308,-3.12322,35.82617947
03/12/2018 21:00,40,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,76.8645,114.4589618,38.1883,41.7259376,-79.5473,-1.23057,-1.09343,38.68690343,03/12/2018 21:00,03/12/2018 21:00,89.152,101.6006002,28.2233,32.24202813,-89.4871,-1.2868,-3.02359,34.78372391
03/12/2018 21:00,41,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,56.0267,86.89062711,39.793,45.95955975,-59.5099,-1.33286,-2.27461,40.05662555,03/12/2018 21:00,03/12/2018 21:00,56.8004,74.94672531,23.8444,37.15882391,-56.6667,-1.26377,-2.15961,36.95238009
03/12/2018 21:00,42,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,46.9157,96.05204352,30.7512,33.66258055,-35.9594,-1.39363,-0.092086,43.90238018,03/12/2018 21:00,03/12/2018 21:00,28.2628,64.14776237,24.1369,29.55776077,-40.0592,-1.21844,-2.1995,38.27580878
03/12/2018 21:00,43,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,86.4687,164.7871753,30.719,63.58869163,-43.3677,-1.19923,-2.24984,40.23826524,03/12/2018 21:00,03/12/2018 21:00,121.907,122.484423,48.4824,63.54749771,-79.2422,-1.01051,-4.05133,41.87792401
03/12/2018 21:00,44,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,20.3238,47.58016994,23.0711,25.42705877,-48.1603,-1.43575,-2.54544,44.97447762,03/12/2018 21:00,03/12/2018 21:00,124.871,128.764139,22.6026,38.11628635,-116.902,-1.19281,-4.38463,44.30542992
03/12/2018 21:00,45,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,19.9383,55.67323279,19.1518,19.15639689,-52.7962,-1.10314,-2.18294,44.34342274,03/12/2018 21:00,03/12/2018 21:00,110.91,119.1709232,19.2015,29.23409952,-85.7739,-1.21796,-2.71912,39.79258434
03/12/2018 21:00,46,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,29.8277,42.17242538,20.3167,21.00516893,-49.5736,-1.26844,-2.08394,41.90675875,03/12/2018 21:00,03/12/2018 21:00,127.73,132.5626631,24.7433,39.27931147,-56.0803,-1.33189,-2.82132,38.43774509
03/12/2018 21:00,47,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,43.4338,56.11144656,29.2715,35.47629257,-86.6842,-1.26485,-1.19269,37.7301922,03/12/2018 21:00,03/12/2018 21:00,106.177,116.8230349,22.7465,32.57056593,-61.183,-1.31797,-2.81671,35.79171962
03/12/2018 21:00,48,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,54.7682,65.93903616,37.4343,41.16458177,-100.105,-1.28592,-1.23971,37.16795662,03/12/2018 21:00,03/12/2018 21:00,131.563,134.2978648,28.4548,39.73359001,-80.0007,-1.269,-3.34651,35.66160558
03/12/2018 21:00,49,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,58.2783,62.56583623,37.8088,44.78937641,-114.008,-1.2885,-0.895701,36.82853613,03/12/2018 21:00,03/12/2018 21:00,118.626,119.0294091,29.2077,34.88683034,-97.1439,-1.32146,-2.30731,35.63700212
03/12/2018 21:00,50,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,54.2496,59.79029804,40.2985,43.25324258,-109.002,-1.38304,-0.738732,38.67522843,03/12/2018 21:00,03/12/2018 21:00,100.939,109.8711986,27.1557,34.07573751,-66.4836,-1.27569,-3.06168,37.74410434
03/12/2018 21:00,51,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,45.7912,46.3025979,37.7017,40.79758406,-103.321,-1.36861,-1.16934,38.49739207,03/12/2018 21:00,03/12/2018 21:00,94.588,99.74995634,26.9796,32.36267585,-96.6631,-1.25325,-2.86961,37.03569134
03/12/2018 21:00,52,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,59.3103,61.13741105,40.5534,44.13775993,-122.739,-1.3257,-1.0347,40.23416334,03/12/2018 21:00,03/12/2018 21:00,89.2263,112.6028733,27.5111,30.1378368,-83.6791,-1.12678,-2.66738,36.43211275
03/12/2018 21:00,53,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,60.0686,66.04450064,38.5742,41.79897048,-127.615,-1.21013,-1.39748,38.26298993,03/12/2018 21:00,03/12/2018 21:00,96.869,103.3124933,27.5009,54.27691403,-74.7117,-1.31127,-1.65842,36.30484224
03/12/2018 21:00,54,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,51.0998,53.15167298,35.7942,65.6341167,-103.859,-1.29011,-1.90341,37.67405051,03/12/2018 21:00,03/12/2018 21:00,75.5343,108.2779386,33.1289,58.41528884,-74.3306,-1.27268,-1.81965,36.33400956
03/12/2018 21:00,55,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,35.4615,59.67303992,42.0298,55.04492894,-85.0664,-1.27715,-1.89117,37.12538735,03/12/2018 21:00,03/12/2018 21:00,55.4943,110.8377913,39.2762,56.31990544,-48.5965,-1.21261,-1.64987,35.45470548
03/12/2018 21:00,56,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,37.0077,43.55608077,35.3688,39.11020687,-95.475,-1.21748,-1.51787,38.21778391,03/12/2018 21:00,03/12/2018 21:00,70.8313,87.58516229,29.1742,52.53329691,-61.4867,-1.22783,-2.42961,35.34564903
03/12/2018 21:00,57,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,40.0576,52.55723375,36.0025,40.91735173,-87.3773,-1.27293,-1.0682,39.02954418,03/12/2018 21:00,03/12/2018 21:00,89.0699,116.4954638,25.1845,37.24282157,-64.7252,-1.26891,-2.27811,35.65824366
03/12/2018 21:00,58,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,39.5977,48.44230052,38.6772,41.62730632,-94.2544,-1.35309,-1.10063,38.94376329,03/12/2018 21:00,03/12/2018 21:00,87.0315,101.6451007,23.3657,29.21790923,-61.551,-1.30946,-3.18659,37.30486314
03/12/2018 21:00,59,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,39.0238,46.17693878,34.5469,36.93267591,-101.156,-1.35959,-0.824886,38.33850836,03/12/2018 21:00,03/12/2018 21:00,94.5578,116.0481795,25.6935,31.83414568,-84.8957,-1.26833,-2.61821,35.84008165
03/12/2018 21:00,60,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,45.0851,62.34134094,37.1999,39.87773985,-81.7543,-1.29757,-1.15635,38.80495908,03/12/2018 21:00,03/12/2018 21:00,80.0608,99.8615539,25.5055,39.39032077,-56.0649,-1.26902,-2.22651,35.3725565
03/12/2018 21:00,61,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,45.0924,67.7004033,41.8303,44.0345589,-79.2408,-1.27756,-0.844813,38.3999456,03/12/2018 21:00,03/12/2018 21:00,101.014,113.403501,27.9618,33.25314856,-62.3053,-1.19483,-2.93151,35.27269934
03/12/2018 21:00,62,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,65.9691,75.456939,34.5507,39.3046404,-128.158,-1.27014,-1.08481,38.18610825,03/12/2018 21:00,03/12/2018 21:00,85.2442,112.3483577,27.6036,30.0987576,-76.9594,-1.30269,-3.0355,37.23474877
03/12/2018 21:00,63,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,48.1662,54.47178166,36.73,41.2265733,-98.6712,-1.28749,-1.31998,38.18963046,03/12/2018 21:00,03/12/2018 21:00,82.2337,116.9880285,27.5367,44.52326465,-75.4783,-1.36664,-2.4991,35.57020542
03/12/2018 21:00,64,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,52.5508,64.34376223,39.1837,45.89528861,-118.755,-1.30876,-1.12909,37.92060529,03/12/2018 21:00,03/12/2018 21:00,78.4088,124.8666458,27.1512,45.34233301,-74.1127,-1.28871,-2.14866,35.99573627
03/12/2018 21:00,65,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,54.3783,56.70362667,34.3564,39.75169218,-96.811,-1.30872,-1.04592,38.52301111,03/12/2018 21:00,03/12/2018 21:00,96.0153,110.0076391,29.1878,38.53822647,-72.6751,-1.29488,-2.64846,35.25577504
03/12/2018 21:00,66,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,48.2976,65.78927687,34.5951,39.06390631,-100.565,-1.3256,-1.92662,38.1939693,03/12/2018 21:00,03/12/2018 21:00,89.3661,141.4570134,29.741,36.15592557,-86.7303,-1.30693,-3.2285,35.76478969
03/12/2018 21:00,67,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,51.0896,54.21247554,38.7249,41.28269272,-87.4135,-1.3267,-1.23514,40.69129034,03/12/2018 21:00,03/12/2018 21:00,97.8962,128.2492595,26.7553,30.01901566,-62.6401,-1.31068,-3.42612,36.92825227
03/12/2018 21:00,68,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,49.1144,56.99501028,37.4536,41.31470346,-112.123,-1.35342,-1.40286,38.61737734,03/12/2018 21:00,03/12/2018 21:00,88.8591,131.2556843,28.2634,37.01239836,-68.6275,-1.28992,-2.78239,35.27849515
03/12/2018 21:00,69,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,53.8647,63.19938043,38.6561,44.74002952,-99.2122,-1.34056,-1.33609,38.56408043,03/12/2018 21:00,03/12/2018 21:00,92.0427,98.1130215,28.4133,31.30420333,-96.8576,-1.26395,-3.09345,35.73924638
03/12/2018 21:00,70,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,56.1477,65.70431197,37.5013,41.46057374,-113.263,-1.34249,-1.09424,38.88883746,03/12/2018 21:00,03/12/2018 21:00,99.2609,105.7255268,26.6432,33.35081621,-90.0616,-1.23449,-2.74112,35.78186576
03/12/2018 21:00,71,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,52.7777,60.49836314,36.1655,42.25411929,-114.618,-1.32191,-1.20073,38.73981324,03/12/2018 21:00,03/12/2018 21:00,84.9367,91.66276138,28.9994,31.55128952,-66.3229,-1.24293,-2.53433,36.26817441
03/12/2018 21:00,72,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,50.156,61.89651213,35.9822,38.81800815,-88.7061,-1.33459,-0.857883,40.06946189,03/12/2018 21:00,03/12/2018 21:00,79.2789,98.82010877,28.7787,30.9269386,-68.9099,-1.22738,-3.07483,37.12911275
03/12/2018 21:00,73,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,51.9006,66.38706307,34.1241,37.45896695,-123.347,-1.27152,-0.864395,39.98227274,03/12/2018 21:00,03/12/2018 21:00,79.4769,94.89689602,24.0043,31.84559281,-69.4387,-1.23579,-2.895,36.60064559
03/12/2018 21:00,74,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,64.0047,72.5348777,35.2457,40.84121837,-132.663,-1.26365,-0.369641,39.48444432,03/12/2018 21:00,03/12/2018 21:00,79.3241,112.8009165,27.4774,33.18654045,-53.5513,-1.24352,-3.30782,36.7981368
03/12/2018 21:00,75,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,53.1582,54.47090159,37.7485,42.99464691,-109.542,-1.30005,-1.00296,39.66895794,03/12/2018 21:00,03/12/2018 21:00,89.75,107.1399646,30.9667,32.60153374,-62.8041,-1.2801,-3.08554,35.9724045
03/12/2018 21:00,76,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,50.2161,68.68774644,38.3661,43.85926871,-103.289,-1.2966,-1.05107,38.19061293,03/12/2018 21:00,03/12/2018 21:00,87.5766,112.8266971,25.2072,35.96731227,-71.6156,-1.26893,-3.30475,36.8602703
03/12/2018 21:00,77,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,59.5848,71.55835634,35.165,40.52995673,-112.73,-1.30286,-1.32624,40.08061881,03/12/2018 21:00,03/12/2018 21:00,79.0949,120.5369885,27.1719,45.3619149,-62.8306,-1.21955,-2.40209,36.87297117
03/12/2018 21:00,78,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,57.7766,72.58967724,37.0329,42.18033283,-114.237,-1.31591,-1.24551,37.65884679,03/12/2018 21:00,03/12/2018 21:00,97.3791,135.3822566,29.7115,48.04611076,-84.6064,-1.21142,-3.27327,36.9373038
03/12/2018 21:00,79,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,49.6415,74.16502701,39.4924,44.75045855,-108.927,-1.28367,-1.51482,40.56845848,03/12/2018 21:00,03/12/2018 21:00,80.3394,84.96029465,24.3563,35.75257498,-72.5523,-1.28928,-2.57552,37.12563949
03/12/2018 21:00,80,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,51.1907,64.64914361,35.0581,37.68724003,-98.8749,-1.25387,-1.21864,40.00539926,03/12/2018 21:00,03/12/2018 21:00,97.1228,97.14341473,27.7567,53.30831377,-76.4723,-1.23797,-2.82282,35.93314815
03/12/2018 21:00,81,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,59.5377,73.76647112,35.7381,38.29301984,-113.003,-1.28939,-1.21638,39.5909648,03/12/2018 21:00,03/12/2018 21:00,74.8615,100.9146446,27.1394,30.94179407,-74.2461,-1.28629,-2.75871,36.54715416
03/12/2018 21:00,82,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,48.6938,57.66272308,38.305,42.79458492,-100.272,-1.31783,-1.01082,39.76084887,03/12/2018 21:00,03/12/2018 21:00,92.8484,103.5555396,25.1157,31.18595882,-66.4015,-1.32428,-2.96803,36.49131188
03/12/2018 21:00,83,CvdB,7,03/12/2018 21:00,03/12/2018 21:00,43.6824,49.07061841,34.1978,36.99285888,-100.556,-1.35783,-1.27041,39.84379406,03/12/2018 21:00,03/12/2018 21:01,90.9502,106.5538936,25.4318,47.75292821,-71.3588,-1.29181,-2.17888,35.81053769
03/12/2018 21:01,84,CvdB,7,03/12/2018 21:01,03/12/2018 21:01,52.1746,56.96487787,33.872,36.87020781,-105.157,-1.36587,-0.704855,39.50928163,03/12/2018 21:01,03/12/2018 21:01,69.2056,100.9704113,28.9342,39.627209,-76.3771,-1.30833,-2.17584,35.66076794
03/12/2018 21:01,85,CvdB,7,03/12/2018 21:01,03/12/2018 21:01,54.2086,66.30927191,37.2222,39.31430932,-114.363,-1.34885,-0.888102,39.86754222,03/12/2018 21:01,03/12/2018 21:01,104.889,119.2513822,27.8602,43.7303958,-95.8022,-1.26833,-2.56148,35.96730215
03/12/2018 21:01,86,CvdB,7,03/12/2018 21:01,03/12/2018 21:01,52.0088,66.22382649,42.4808,49.42856908,-111.974,-1.34269,-0.9993,40.48292565,03/12/2018 21:01,03/12/2018 21:01,80.825,104.6342058,27.4368,31.0915213,-67.5226,-1.23337,-3.11408,37.8145908
03/12/2018 21:01,87,CvdB,7,03/12/2018 21:01,03/12/2018 21:01,39.6629,51.48967764,39.9741,44.23441801,-96.5942,-1.29586,-0.380823,40.66021636,03/12/2018 21:01,03/12/2018 21:01,73.6778,90.36308463,26.1572,29.21974861,-57.2842,-1.26055,-2.46565,36.55074585
03/12/2018 21:01,88,CvdB,7,03/12/2018 21:01,03/12/2018 21:01,45.4869,59.6700371,32.9048,34.67466747,-105.52,-1.23668,-0.83577,39.37654033,03/12/2018 21:01,03/12/2018 21:01,89.9562,110.6718948,27.4777,31.4144325,-61.6064,-1.21426,-2.45324,35.51245975
